site,attraction_location,total_reviews,date_dataAccess,page_nbr,title,full_review,date,userName,device,userLocation
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",10,Lalibela is very spiritual - friendly people,Lalibela is very spiritual - friendly People. A lot of history. Monastries to care for old People. Holy water for those who hike up to the churches in the hills.,"January 25, 2017",Kathrin S,NA,"Berlin, Germany"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",10,Amazing historical artifacts,"I visited the rock-hewn churches of Lalibela over two days. They can be done in one day, but two-days allows for a more relaxed pace. The churches are hewn into rock, so you will be going into tunnels and through passages before entering the churches,...More","January 25, 2017",Adrien S,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",10,unique,"Amazing places, only unfortunate thing is that a lot of the inside chambers are covered up with drapes/rugs so you see only half of most the churches. You do need a ticket from the tourist office, but once you have that you can go explore...More","January 24, 2017",jlb555,NA,"Antwerp, Belgium"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",10,Ethiopian Christmas pilgrimage,"We arrived on the day of Ethiopian Christmas pilgrimage day and it was an other experience. Tens of thousands of pilgrims were packed everywhere, sleeping in all the churches, praying on every corner, selling religious items or just hanging around . Although we were not...More","January 22, 2017",SashaMiami,NA,"Miami, Florida"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",10,Not to be missed!,"You need a guide, or you will be hopelessly lost. Astounding underground churches, and in continuous use since late 11 hundreds. Paintings from 15th century. Worth a special trip!","January 21, 2017",944S2,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",10,Tourist,Best heaven on earth zion paradise.Christian history new jerusalem of africa hidden from black ppl in the disspora,"January 17, 2017",binghiman1,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",11,Lalibela ,I stay two night in Lalibela during Ethiopian Christmas time it was Execellnt experience that I share from the local as well piligrms.,"January 16, 2017",Asheten,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",11,Impressive engineering feat; deep spiritual experience,"One of the most amazing places I have been to. It is incredible how they managed to build those churches without modern technology, and it is touching to see how the people respect those momuments. Our guides Addisalem Bernahu and his colleague made the experience...More","January 14, 2017",Octavio F,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",11,Amazing,"Carved into the rocks some 8 centuries ago, the rock-hewn churches of Lalibela are simply amazing!
The details, both outside and inside the church are impressive when you know that the whole structure was carved into the rocks","January 13, 2017",Araleh D,NA,"Djibouti, Djibouti"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",11,historical labyrinth,"Amazing how all the rock-hewn churches are connected..The look at all the pillars and carvings on the inside of the churches is unbelievable, specially if you imagine that all this is carved out of one solid rock..","January 11, 2017",Julesnorules42,NA,"Antwerp, Belgium"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",11,Excellent! Be wary of the Price and Guides however!,"The Rock Hewn Churches are spectacular and worth the visit. There are 12 of them as well as the tomb of adam, they are split in to a northern group and also a southern group. The way it works is that they are open to...More","January 10, 2017",Ronald3333,NA,"Moscow, Russia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",11,Unbelievable Experience,"I can't say much about this World Heritage Site except that walking through the churches on Christmas Day and the following two days will be a memory I will always cherish. A guide is a must. Ours, Sefiw, was terrific.","January 9, 2017",rickspear,via mobile ,"San Francisco, CA"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",11,Amazing Experience,"The churches of Lalibela are a MUST see. They are beautiful and they carry a history that is breath-taking. My boyfriend and I self-toured through each of them and the experience is one that I won't forget. If you are going to Ethiopia in general,...More","January 9, 2017",StephFlo90,NA,"Toronto, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",11,"Ethiopian Christmas is amazing, but don't attempt without a guide","We just experienced Ledet in Lalibela, famous for celebrating Christmas. The population swells from 35,000 to over 90,000 as pilgrims arrive from all over Ethiopia, on foot, mule, bus, plane. You can imagine how crowded and chaotic Lalibela gets. Although we don't always use guides,...More","January 8, 2017",Peggy L,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",11,Not to be missed ,This is my 2nd visit to Lalibela. I remain impressed though disappointed to see the erected covers in these lovely churches. Locals blame UNESCO and the Italian Government. I am not sure who the culprit is but whoever thought to put up those horrible pipes...More,"January 5, 2017",Jennifer M,via mobile ,"Atlanta, Georgia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",11,One of the coolest places I've ever been,"The pictures don't do this place justice. Get there early to avoid the tourists. Alone, with the priests and pilgrims, it's hard not to feel something special here.","January 4, 2017",Cavista,NA,"Nairobi, Kenya"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",12,Incredible World Heritage Site,It is indeed everything the pictures and guidebooks make it out to be. The guide you have will impact quite a bit as they are your constant companion.,"January 1, 2017",Jordannewforms,NA,"Point Reyes Station, California, United States"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",12,St George the clear highlight,"Spent a day visiting Lalibela churches which I felt was enough - versus the suggestions from most who suggest 2-3 days.
Overall St George church is great, and should be visited at various times of the day including early in the morning for great shots....More","December 22, 2016",Natejordon,via mobile ,"Singapore, Singapore"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",12,Great very important historic site declared as world heritage site by Unesco,"A very special site of a number of churches that were dug underground out of the volcanic Tuff rock . 12 century king Lalibela wanted to duplicate the holy land Israel as a pilgrimage site for Christians. Jerusalem, Jordan river , mount Tabor are all...More","December 19, 2016",Gidons51,via mobile ,"Herzliya, Israel"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",12,Amazing Rock-Hewn Churches of Lalibela,Lalibela is in the mountains of Ethiopia and the site of 7 rock-hewn churches that are amazingly beautiful to see and a marvel as they are literally all carved out of solid rock. Each one is unique with amazing paintings and murals. I have not...More,"December 19, 2016",GregWB1955,NA,"Toronto, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",12,More Fun Exploring,"If you are on a tight budget you don't have to pay $50 if you just walk around group 1 (northern) churches not going inside, no gate, many open entrances locals just wander around, only check your ticket when you're about to enter a particular...More","December 15, 2016",weicreation,NA,"Mount Shasta, California"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",12,One of the wonders of the earth,An amazing experience I'll never forget. One of the few times in my life where I was left speechless.,"December 14, 2016",Daniel S,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",12,Carolyn White,Getachew sent had post picture of there churchs.I just love the way He captures the beauty of the country,"December 8, 2016",Carolyn W,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",12,Truly a world heritage site,"10 magical churches, 900 years old. Each with a better story than the one before
Views are amazing and the site is out of this world","November 29, 2016",Aidin W,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",12,Unesco World Heritage site,"Not only are thes churches 8 centuries old, but they are still in use and the spirital ambiance of the site makes it an outstanding experience","November 27, 2016",Tom C,NA,Luxembourg
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",12,Rock-Hewn Churches outside Lalibela,"The local Orthodox Diocese at Lalibela have, I believe, have become guilty of the sin of extortion. If you decide to visit the rock hewn churches outside the township you will be charged between $8 and $14US each person. That is enough money to purchase...More","November 26, 2016",Carmel_and_Hume,NA,"Byron Bay, Australia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",13,Biggest attraction in Ethiopia,"It is too bad that it is necessary to protect these churches with big roof constructions, but otherwise it is a great place to see. Mindblowing that they were able to carve this out of the rocks without any powertools like we have now.","November 26, 2016",Kees1966,NA,"Almere, The Netherlands"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",13,Reason for going to Ethiopia,I was not disappointed!! The churches were quite spectacular considering they were carved out of the rock. These are churches and as such dress accordingly. There are many reasons to go to Ethiopia but these churches would have been enough.,"November 19, 2016",tonicharlie,NA,"Richmond, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",13,Stunning ,Great to see in the early morning or evening to miss the tour rush. I'd recommend getting a local guide as there are so many stories associated with each church that add to the experience. Incredible and like nothing else I have I have ever...More,"November 18, 2016",Gemma L,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",13,"A ""must"" to visit!","To walk around and visit the rock churches in Lalibela is something very special - you are in the middle of old history! We had a guide, Daniel, who had lots of knowledge about the churches, their history and their current function and who cared...More","November 16, 2016",karinblarsson,NA,"Stockholm, Sweden"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",13,"A marvel of ecclesiastical architecture, visited with guide Ayalew Setegn","The visit of the rock hewn churches of Lalibela is extremely impressive. It is difficult to imagine how it was possible to build such masterwork without any technical machines. I recommend warmly the very knowledgeable and enthusiastic guide Ayalew Setegn, ayalewsetegn@gmail.com, Tel. +251 912844474. He...More","November 14, 2016",physionyf,NA,"Thusis, Switzerland"
