attraction_location,title,user_location,date_dataAccess,date_raw,year,month,day,lon_user_location,lat_user_location,City,Country
"Lalibela 1000, Ethiopia","Beautiful, lovely place with lovely people!","Smyrna, Georgia","December 22, 2017",2011-10-01,2011,10,1,-84.51437609999999,33.8839926,Smyrna,United States
"Lalibela 1000, Ethiopia",A lifetime experience,"Djibouti, Djibouti","December 22, 2017",2011-09-19,2011,9,19,42.590275,11.825138,NA,Djibouti
"Lalibela 1000, Ethiopia","You cannot believe it, unless you see it",Piemonte,"December 22, 2017",2011-09-17,2011,9,17,7.5153885,45.0522366,NA,Italy
"Lalibela 1000, Ethiopia",the hidden treasure of ethiopia,"Addis Ababa, Ethiopia","December 22, 2017",2011-09-16,2011,9,16,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Don't forget to see this one too...,"Ithaca, NY","December 22, 2017",2011-09-13,2011,9,13,-76.5018807,42.4439614,Ithaca,United States
"Lalibela 1000, Ethiopia",see Timkat festival in Lalibela,LA,"December 22, 2017",2011-08-11,2011,8,11,-118.2436849,34.0522342,Los Angeles,United States
"Lalibela 1000, Ethiopia","Awesome, amazing and humbling","London, United Kingdom","December 22, 2017",2011-05-16,2011,5,16,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Touring the fascinating historical sites of Northern Ethiopia,"Chicago, Illinois","December 22, 2017",2011-05-01,2011,5,1,-87.6297982,41.8781136,Chicago,United States
"Lalibela 1000, Ethiopia",A hidden jewel in Ethiopia- don't miss it!,"Santiago Metropolitan Region, Chile","December 22, 2017",2011-04-16,2011,4,16,-70.6504896,-33.4375545,Santiago,Chile
"Lalibela 1000, Ethiopia",Lalibela guide group,au,"December 22, 2017",2011-04-10,2011,4,10,133.775136,-25.274398,Ghan,Australia
"Lalibela 1000, Ethiopia",The hidden beauty in this world,"Tokyo, Japan","December 22, 2017",2011-03-22,2011,3,22,139.6917064,35.6894875,Shinjuku-ku,Japan
"Lalibela 1000, Ethiopia",The World's Eight wonder,"Hellerup, Denmark","December 22, 2017",2011-03-11,2011,3,11,12.569196,55.73665399999999,Hellerup,Denmark
"Lalibela 1000, Ethiopia",Beautiful Lalibela,Australia,"December 22, 2017",2010-04-03,2010,4,3,133.775136,-25.274398,Ghan,Australia
"Lalibela 1000, Ethiopia",Lalibela February 2010,Pretoria,"December 22, 2017",2010-03-28,2010,3,28,28.2292712,-25.7478676,Pretoria,South Africa
"Lalibela 1000, Ethiopia",to be the first choice,"Addis Ababa, Ethiopia","December 22, 2017",2010-01-21,2010,1,21,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",It is a real miracle of the world!,London,"December 22, 2017",2009-12-02,2009,12,2,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",The Churches of Lalibela: The Creation of Angels,USA,"December 22, 2017",2009-10-24,2009,10,24,-95.712891,37.09024,Independence,United States
"Lalibela 1000, Ethiopia",The Magical Rock Hewn Churches of Lalibela!!!,Scarborough,"December 22, 2017",2009-09-01,2009,9,1,-0.399752,54.283113,Scarborough,United Kingdom
"Lalibela 1000, Ethiopia",Highlight of the trip,"Dublin, Ireland","December 22, 2017",2008-04-25,2008,4,25,-6.2603097,53.3498053,Dublin,Ireland
"Lalibela 1000, Ethiopia",Lalibela Churches a Must,"Nairobi, Kenya","December 22, 2017",2007-09-01,2007,9,1,36.8219462,-1.2920659,Nairobi,Kenya
